ID,Comments
23098,"reply?@oioioioi0099: Haha ha, the foreign delivery fee is the top of a domestic ordinary takeaway [doge]"
23100,"Want to order a malatang, good guy, packaging fee a string of balls four yuan packaging fee 2 yuan, a meal selected down the packaging fee accounted for half, Mei Zai bigger than the master, Meituan food yourself you [despise]"
23101,"Yes, my two accounts are very different"
23103,"And more than that, when you don't use Meituan much, the delivery is very on time.Meituan used more, takeout delivery may not pass.It's also so familiar"
23104,It was so sad to order the same takeaway for three consecutive months
23107,"D: No rain: Well, I guess, those friendship, buy more vegetables, at first cheap, and later the same, like those Meituan and Didi"
23108,£¡£¡£¡Learned it!!!After the Meituan ele. me back and forth to pour!!Who does the member be cheap and who do I use!!Thank you for the omnipotent netizen!!!
23114,"Reply @ the old fairy standing on the stairs: Meituan gave you the preferential treatment and did not give the merchant money, generous merchant regret, can not be counted as the merchant?"
23115,"Reply @ wind blow big again: you buy coupons to MeituanBB 1 money, do you sure MeituanBB 1 will compensate the merchant?Make a p????nary!"
23117,"Reply @ pear box tail: Taobao kill ripe is true, all kinds of red envelopes are the higher the level, the more no red envelope interface"
23119,"Old fairy standing on the stairs: Meituan member red envelopes, businesses have to give four or more pieces, and the rest is subsidized by the platform."
23120,Are you a tease from Meituan?
23122,"I have also tested with my own two numbers, different mobile phones at the same time as the same store with the same delivery address, the price after the full reduction is different [2 ha] [2 ha] [2 ha]"
23125,"Long found ah although not much money, but such a big platform to do this credibility?"
23126,"Meituan takeout garbage is not good,"
23128,"You don't know how many points the platform buckle the business [tears] [tears] [tears]!You have paid 18 pieces, the platform has deducted 7.8 pieces [tears] [tears] [tears]"
23133,"Every time I feel that the bigger the red envelope is used, the worse the takeout quality will be. Most of Zhihu say that many businesses will indeed cut corners because of the red envelopes, which may be Meituan"
23138,"It is normal to have less subsidies, and the APP to attract new customers is more preferential for new users.But the distribution fee really can not be accepted, less discount is equivalent to the end of the new opening discount, the delivery fee is to kill"
23139,"Now I can order takeout without takeout, takeout is too expensive, before to buy a rice noodle store to eat 15 yuan, takeout 21 yuan plus delivery fee 5 yuan, plus packaging fee 3 yuan, the amount is not as much as in the store.[Assault]"
23147,Reply @ the old fairy standing on the stairs: Meituan to the preferential business to bear half
23152,"forsooth!!!I have two numbers myself, one number is continuously made monthly, and many stores are more expensive than the number that didn't open a monthly card.Monthly card open more and then open the membership is also expensive.What urinary sex!!!Taobao is actually also is!!!"
23160,"Ctrip more fierce oh, the hotel gives you two or 300 [smile] [smile] [smile]"
23161,"Anyway, I feel like the same product price is different every time it is ordered"
23162,Meituan member..
23163,"Reply @ Fried cake Fried noodles Fried noodles: who said, I android, two, a member distribution 8, member distribution 2 members, is also 10 yuan compensation, said the corresponding technical personnel feedback, about two months ago, and rider meal can take directly call me myself, gave the rider bad review, the rider threatened to revenge, to respond to Meituan, Meituan, later by rider blocked the door, the alarm to solve"
23168,"Taobao to buy, I am Taobao to buy red envelopes, and then change the mobile phone number to buy"
23169,"Two for use, for a period of time without it began to push you coupons, Didi, the more preferential, the less, the more expensive."
23173,"I also have two Meituan membership papers, and I don't want to buy them again after I use them out"
23174,Big data is to accurately cut leeks
23177,"I ordered takeout at the same time and the same place with different equipment, and the same new number in the same store were cheaper than the old one"
23194,Reply @JG985: No brain need to donate [stall hand]
23196,"Jingdong is also ah!A few days ago, JD got a 10 jin of cherries. I don't often buy things from JD. When I took it, it was 639, and then the plus member was 619, which was 20 cheaper. I think my husband's account is a JD plus member, and it can be 20 cheaper with his photos. The result uses his account to board to the same interface of my 639, his 689! It is exactly 50 more expensive than mine...[Assault]"
23197,"Jingdong is also ah!A few days ago, JD got a 10 jin of cherries. I don't often buy things from JD. When I took it, it was 639, and then the plus member was 619, which was 20 cheaper. I think my husband's account is a JD plus member, and it can be 20 cheaper with his photos. The result uses his account to board to the same interface of my 639, his 689! It is exactly 50 more expensive than mine..."
23198,@ Meituan takeout?Come out and apologize to your grandparents
23199,"Are like this, not to say, even Taobao also kill familiar, the activity price is not the same as what.Some numbers can get coupons, some numbers can not get or small red envelopes."
23200,"My family opened a shop, Meituan each order to deduct us about 10 yuan (only about 20 or 30 yuan of the order)"
23206,"Then I quickly finished ordering the order and then went to brush, the result and there are no 8 pieces of no threshold red envelope, Meituan is a background monitoring, see I have been brush no order to give me a member can exchange 8 fast no threshold red envelope?"
23209,"But, capital needs to be exploited exactly... [Erha]"
23211,"Reply @ who read Guan Jiu poem said red beans: packaging fee if not set up your point businesses to lose the bottom, Meituan lift point deducted profit only 10-15%, distribution relief is the business, customer coupons are the merchants, get this profit to deduct rent water and electricity, sales are not high is to do charity, keep Meituan and suppliers"
23212,"Meituan super shameless, my new mobile phone number first order free, order is abnormal, and then back to point, the first order discount has been used, clearly the user as a fool good [bye] [bye] [bye]"
23215,Dianping booked a hotel my sister shows over 2000 she just went out some time ago and booked a hotel many times I haven't used the same hotel the same type of room I show 1800
23216,"Reply @ Xu Xiaoliang 1982: The cost of a meal is 3-4 yuan?No gutter oil without cheap meat is not done, the school canteen has a school subsidy will not give students 5 yuan a share"
23217,"Reply @ and the wind talk to the star: in fact, this price is reasonable, don't you think 13 yuan includes distribution + package + meal if the boss will lose?Do you think this is safe?More than 50% of the cheap takeout you have ordered is gutter oil, using all the meat of unknown sources. Will you be satisfied?"
23218,"He opened the store to know [spit]??Meituan collection point is very high, originally there is no money to earn a single order, and then add MeituanBB 1 to give you an activity, this activity you have no flow, others are not easy to find you, participate in the activity you have to lose some money in, small sales did not have to earn [vomit]"
23222,"Feng and Sun ishan: Do you want charity for you?Don't make money for you to do charity?How is your face so big? Do you really think you are God to buy a broken takeaway?Please your aunt, see the reality [sad] [sad] [sad] sad] be a person, this no one put you as a princess let you.You love to eat, eat, don't eat to pull down, I said from the beginning of the platform problem, to both sides to solve the reasons of the platform, don't be silly don't understand nothing to find fault, extremely stupid"
23223,"Sister Feng and Sun Lishan: What bar do you carry with me?Am I just saying anything about what Meituan does well to merchants!As for how to set each store up that is their own business, you ask where the store loss?Does everyone not make money for charity?Who is not for life, water and electricity rent labor is not money?Lift the bar to carry with Meituan, with you see unhappy business to carry.I am also a consumer, think I am expensive I don't eat rather than complain there"
23224,Reply @ Fenglan unreal: a lot of people can see that diss Meituan also you see like this is not [meow meow]?It doesn't matter what to argue with the bar essence
23225,Reply @ Feng LAN is not true: you what bar essence can not see me this is to say Meituan platform problem?I said a businessman deduct consumer is appropriate?Do you talk with your brain?Think imagine what strength [inexplicable]
23226,"Reply @wsjykn_: Is bar essence?[Meow meow]?I didn't say that I opened a shop from beginning to end, have been talking about the Meituan this platform practice, also don't know what you climax, buy a broken takeout to take yourself as God, don't stick with me [meow meow]?Nothing"
23227,"Reply @snh48-Zhang Yuqi: After all, you buy coupons money Meituan will take away [sad]"
23228,"Reply to @Shen__CP: If the business is good, who will meet this platform to publicize themselves [inexplicable]"
23229,"Reply @10518yx: that is, a lot of reply I thought I spent a broken money to eat a broken meal expensive point to feel that their loss is big, all businesses have to do charity to send them [inexplicable], but also said to buy so expensive where they lost, others water and electricity rent labor is free, ridiculous very.Feel expensive, don't eat, do not point, they have to eat more things are very much, eat a broken takeaway thought they built a spaceship as big loss.Can't watch it"
23230,"In Meituan booking hotel was killed, the hotel price is very high but said there is cash back, after the order said that I did not participate in the activity, participate in the above still see the probability of [smile]"
23234,"In terms of matters, the capitalists are all like this, or the problem of unbalanced development,"
23235,"And the hygiene problems of the major takeout, my God"
23236,"Reply @Z_ Xiao Jing: it is the big platform monopoly just dare to do so, each user kill a few yuan to earn over"
23240,"Reply @ cloud cloud: anyway, the loss is merchants and buyers, capitalists drink blood"
23241,"Reply @ sunny days do not rain D: the shop was cut really can not stand [smile], some big shops can not use takeout full to reduce red envelopes or what."
23242,Full reduction is business activities has nothing to do with the platform
23243,"Reply @ Chen Shizhen's big wife: that is because Meituan buckle business more money, Ele. me buckle less, so the business will be relatively cheaper on Ele. me"
23244,"Packaging fee is set by the merchant in order to improve the discount of the goods and then raise the packaging price. We will pay attention to the commodity price when we order takeout to find the packaging problem, but too lazy to quit, they will order the goods"
23246,"Don't ""blame"" argue for some rights and interests to wash capital and superiority don't laugh at the people who complain for the common people"
23249,"Hungry delivery time is an hour, Meituan 40 minutes, hungry often overtime, are crow generally black"
23250,Garbage Meituan
23253,"Reply @ Yi Yiyi already: most takeout is cheaper than to the store is the platform subsidy, you say that people suck human blood [doge]"
23254,"Anyway, Meituan's allowance has always been different, I think is very normal.Killing cooked is at least more reasonable than killing life.[Two ha]"
23261,"Reply @ Song Xinguang: I opened an ele. me season card 9.9, Meituan I watched it for half a month but still adhere to 15 pieces, died of anger"
23262,@ Eleme?If you are the case.Lao Tzu cancelled the membership immediately!!!I've been in a membership for about two years or so![Smile] [Smile] [Smile] waste my trust in you!
23265,I see as Meituan Ele. me (ghosts know what brain circuits and jumping thinking)??
23267,"Reply @fff rice is very thin: so ah, the store really earn will return the single [doge] Meituan this kind of capital, clearly want to all leek cut a wave, and then pass on the contradiction, smart a p"
23268,"The two mobile phones see Meituan hotel prices are different. I laughed, where I go"
23274,"What do you think is the discount that your members enjoy is given by Meituan. In fact, it is all the money posted by merchants. MeituanBB 1 basically does not pay. MeituanBB 1 is strong and strong"
23275,"What do you think is the discount that your members enjoy is given by Meituan. In fact, it is all the money posted by merchants. MeituanBB 1 basically does not pay. MeituanBB 1 is strong and strong"
23279,I exchanged Ele. me and Meituan
23281,"gather.I think ""Meituan is exposed, kill cooked takeout members"" [sad]"
23284,"It seems that I can't do, I remember the same store, my sister-in-law's phone had a different price from me, at that time thought it was expensive to order"
23285,"Recently, the external selling points are more, and today I found that the overall price rise.Decisive choose to eat instant noodles, md, takeout can not afford to eat [two ha]"
23287,"Ha ha ha ha ha ha ha ha ha ha ha ha ha a lot of people scold Ele. me under Meituan, I hope the delivery company can change this situation, it is impossible to spend money to buy members, please"
23288,"??individual??, Lao Tzu also buys a member every month, we resist Meituan kill cooked [anger] [anger] [anger]"
23289,"This kind of store pattern is indeed low, but have to consider the platform squeeze store possibility."
23290,Big data is more accurate than that of nuclear weapons
23292,"I have two numbers, one of the new ones, which is always a few pieces cheaper than the old mobile phone number point.In the same store, the new mobile phone number shows full 20-8, and the old mobile phone number shows full 20-5, Meituan is really shameless."
23293,whose.My colleagues in our office ordered the same takeaway cheaper than I changed that one
23303,"Reply @ Song Ququ: I am too!!!Two accounts mixed, sometimes members only three yuan a month, sometimes another month"
23304,"You spend money to buy coupons but the money did not give to the business, to Meituan, you make how much coupon merchants lose how much, this does not blame MeituanBB 1 Meituan shameless, pass on contradictions"
23306,Is capital!!
23309,And Meituan's small yellow car package month!!Cost is more expensive than once [anger] [anger] [anger]
23310,I opened Ele a few days ago. me before the store for 4 yuan freight I opened a lonely
23314,Reply @ general as round: really!!Comment is really for me vomit can't do don't do Meituan directly close it is not easy that not easy?[Two ha] originally most of the delivery prices are more expensive than the store do not want to say what is really only the seller is not easy
23319,"Reply @Vion big mouse: a lot of stores pay when we said to buy coupons, such as 80 to 100, the store said that I directly give you a 20% discount [sad] do not have to buy"
23323,"It's actually a platform problem...Platform smoke too much, businesses and customers are pulled on both sides"
23325,reply?@faker ya: mobile phone account can only be cancelled five times [black line]
23328,"Ha ha my boyfriend and my boyfriend's member he did not buy every time three yuan open.When I often buy it, I just immediately cut three yuan"
23330,"Ele. me is almost, Meituan never used, Ele. me shows that businesses get bigger red envelopes to get smaller at first thought that their eyes several times after I believe it was not my problem [meow meow]"
23333,"Reply to @Vion big mouse: that can not join Meituan merchants, and not forced to join Meituan merchants"
23335,Are you so expensive?... I order order in Guangzhou??Packing costs up to two yuan or five yuan??Delivery fees are generally not used
23338,[Laugh] I read a word less than you: Meituan was killed as a delivery man
23342,"Meituan three to eat if you are afraid to do not know?Blame business rider useless, Meituan eat business, from 16% platform service to 21%, insufficient by 5.7 yuan a buckle, various reduction (roll, distribution, etc.) eat rider, various reasons substandard, buckle... eat customers (surface you see no customer, actually disguised, various volumes lure you order, etc.) is actually blame Meituan rider not merchants... you all wake up"
23346,me too.Ask the front desk how much his front desk to accept she said you see the platform how to write how to accept.Never be loyal to an app in a word.Various competitors app are used together
23347,"So recently a lot broadcast room to buy big tail goods clothes, the anchor read how much money on the how much money, there is not raised by the platform.Many good fragrance, brand tail goods is the sign price of 20, Shanghai ishang snow down jacket price 999 to buy 40, quality invincible good, you dare to believe it?Clothes only buy 2 digits."
23348,"Other 10 billion yuan of subsidies are not familiar with, I use a lot of more experience: 10 billion yuan of subsidies is indeed cheap, but the supplementary price is not necessarily the least in the whole platform.For example, a headset book 99, I paid the platform tens of billions of subsidies to sell 69.??Then you search and find that there is another honest man shop, no subsidy, but the same model only sold 59.??Ten billion yuan of subsidies is a kind of official certification, is to pay money for advertising, buy not to lose.Remember to take care of other honest shops when you are free."
23349,You can book it directly with the boss.They were withdrawn a lot of money by the platform
23350,"Reply @ Ying YingYing: booking air tickets is more bullshit.Set a round trip ticket, it tells you only full price on the return trip, buy it back, and a bunch of 60% tickets.You spend 1000 more alone??This is in an official website of Southern Airlines, fly Haikou ticket.A comprehensive website is similar, remember to empty the cache, to buy with a new user identity."
23352,Reply @ let mammy quickly take melon hit ta: spell duoduo monthly card how
23353,"Reply: sunny days do not rain D: other ten billion subsidies are not familiar, I use a lot of more experience: ten billion subsidies are indeed cheap, but the supplementary price is not necessarily the least in the whole platform.For example, a headset book 99, I paid the platform tens of billions of subsidies to sell 69.??Then you search and find that there is another honest man shop, no subsidy but the same model only sold 59.??Ten billion yuan of subsidies is a kind of official certification, is to pay money for advertising, buy not to lose.Remember to take care of other honest shops when you are free."
23354,"Reply @ sunny days do not rain D: buy air tickets with Ctrip Tongcheng search, if you directly click on the double range, it will tell me that the airline return trip only the full price upgrade cabin.One way to buy one way.A large number of return trip discount tickets.This is 10.1. I buy a round-trip flight to Haikou.A person, return to sell you more than 1000.??Don't be loyal to app or believe the system.Their own price comparison.One-way one-way ratio.It is cheaper to empty the browser records!"
23355,"Reply @ stay to mountain flowers know i: so spell duoduo monthly card how I bought the original price.If that, the price on your phone is always different"
23357,Reply @_z: Ele. me with the coupon package fee will become higher
23360,"@ Get weight with Wei?I think that's the reason for the difference in takeout, you really often order, kill [stall]"
23361,Check out the Ctrip members
23372,"Kill cooked are hot chicken, last year Tmall kill cooked also seems to be a hot search in the winter"
23378,You are just $ still... I am 8 more than my colleague... and she ordered the same store showing 25-7.5..... my is 25 off 3... I looked confused over half a day!Just at noon today... I still joked that I don't need Meituan takeout anymore!Discriminating against me... just saw this hot search at night
23379,"My day, you don't know how expensive a foreign takeout, China cheap takeaway is only 20 or 30 yuan, foreign do not want 200 or 300 who to you?There are foreign express you know what the situation is, each Courier are the king of Lao Tzu, do not give you to lose things to the door things are still thankfully.Do you know it clearly"
23382,I see it as a Meituan kill delivery man [2 ha]
23383,"Seeing the highest fine can make 10 million yuan for false statements, which is a p for big listed companies. Whenever the domestic penalties are half as strong as Luckin, the market will be much healthier"
23384,I use Ele. me Meituan round
23386,"Hungry at least less subsidies are normal, in order to attract new customers more hungry this is not called kill ripe, this is normal, pay treasure Taobao also so, new preferential red envelope is bigger.But Meituan directly increases the distribution fee ah!This is the kill"
23391,"Reply @ vodka wine: may you unhappy to see a lot of negative information, in my life, the civil code after the law is perfect, if you only believe the law is for politics and the rich, it can't help, after all, there are a lot of people feel rich have the right to control the law even by public opinion supervision, public servants or per capita corrupt officials"
23392,Do not do this [sad] Meituan member his takeaway coupons minus what all no money may directly inverted paste ha ha ha ha ha [two ha]
23393,All the same cut leek [allow sad] very long ago found??Ele. me above the same store non-member members show 8 member red envelopes waiting for you to really buy a member is only 5 yuan red envelope [sad]
23394,What is that I am so poor that I have to think about a day even 0. 91
23396,Alipay small program Ele. me and ele. me APP the same things the same phone address price is not the same [smile cry]
23399,Reply @ stay to mountain flower brilliant know i: wit learned immediately uninstall Meituan [shake hands]
23401,Good to cancel the automatic renewal immediately [handshake]
23404,me too!I'm still wondering why America should kill delivery workers
23405,I am also ha ha ha ha ha ha ha ha ha ha ha ha ha ha come in to see Meituan also leng once [allow sad]
23412,"Ele. me members start with the subsidy is only 2 yuan, 10 yuan next month, a few months is 15, as long as you don't open members after a period of time don't need Ele. me, the first member or 2 yuan a month"
23417,"Reply @ Zhuang Zhuang zhuang invincible strong:..But after a long struggle to compromise, capitalist countries are now more efficient and make everyone more comfortable to cut leeks.Instead of the early extensive leeks common in our country.."
23422,"You want to understand two questions, first: have you been cut leek (even cut leek in a socialist country is outrageous), second: your countermeasures are relatively relative to the old capitalist countries obviously insufficient.Can't take the country take the nation as a shield whenever something happens"
23424,I 88vip naughty value 1571 / I have never seen 10 billion subsidies in Taobao [bye bye] every year Double 11618 can only use the store open coupons and full reduction of other concessions and wool in me this basically can not use [bye bye]
23426,"The first picture shows the city, should be a long distance order, if it is Meituan, 6 yuan is not too high"
23428,"Yes, today with Ele. me. The two accounts is a member is not a member, the same time the same address, the price is the same, are familiar"
23437,@ Eleme?Get out [inexplicable] [inexplicable] [inexplicable] [inexplicable]
23439,My login price is different for the same phone
23441,"In fact, Chinese capitalists are playing foreign routines a few years ago... foreign monopolies are much more serious than China"
23442,Ele. me and Meituan came. Ele. me gave me more discounts. Today I received a 29-11 and 35-6
23445,"Not only the delivery platform, the music platform, Taobao is like this"
23448,Today I use Ele. me in the same store under two orders the first order can be reduced five yuan or six yuan coupon the second order only reduced three yuan coupons and obviously 33 with 3 yuan coupon after reduced 1.5 old members disappointed
23450,"Because although the coupons you use are sent to you by the platform, but the money is issued by the merchant, some coupons use that single, the merchant also have to copy, if the merchant set up to can not use the platform coupons, then his store has no order, so these are the routine of the platform, or scold the platform"
23451,"Old Fairy standing on the stairs: Do you think Meituan gave you its own money?In fact, you use who in who buckle"
23459,"Reply @LuckyPhoebe: The original blogger has two mobile phones, one member and one non-member screenshot at the same time.The same time as the place"
23463,Taobao 30 yuan open for a year Ele. me [meow meow]
23465,"The obvious coupon gap, attracting new customers I think there is no problem if it is a full membership and then raise the price I think it is a problem"
23467,"Ele. me member. A few days ago, I saw the 5.99 yuan renewal member. I didn't buy it at that time, but it became 2.99 in two days, and my other account showed 10 yuan renewal [bye bye]"
23471,"Ha ha, the emotional support of more old customers also have to pay more money, bai, choose the platform is also pit"
23472,"So say bought a member to have a ticket to let you pay on the freight more, is this reason?Really get angry, then I don't buy members won't order so many times"
23485,I drove a 0.9 takeaway member [sad]
23489,"Reply to @kalas: Meituan has investigated and apologized, and there is still a problem"
23490,"Reply to @kalas: Meituan has investigated and apologized, and there is still a problem"
23491,"Reply @ -Amoxicillin- -: Meituan all apologized, but also Nima micro blog ecology [laugh cry] [laugh cry]"
23492,"Reply @ -Amoxicillin- -: Meituan all apologized, but also Nima micro blog ecology [laugh cry] [laugh cry]"
23494,"Reply @ Chuck repeatedly approached: Meituan has a ghost conscience, but also pain"
23496,"Reply @ don't pull my wool: I feel really not, I think buyers and merchants lose the platform to earn the most Meituan platform deduction point 21 then member red envelope reduce six or seven yuan merchants do not make money I have a friend to sell pancake fruit has almost lose money"
23497,@ Meituan takeout?Come and come here [too happy]
23498,"For more than Meituan, Taobao Pinduoduo, all the platform activities are paid by merchants, all kinds of money, food is very ugly"
23501,"Reply @LuckyPhoebe: No lie, different time is also the result of big data killing, new users priority distribution"
23503,"Reply @JG985: No lie, different time is also the result of big data killing, new users priority distribution, understand?"
23505,"Reply @321 Warm heart: No, Pinduoduo open membership is a little cheaper"
23509,"Is to kill ripe, bought a member, the delivery fee rose, do not buy is free distribution"
23512,"me too!After opening it, Meituan, and I think MeituanBB 1 in the United States??[Sad] [Sorry]"
23513,"More reports!??Report may not necessarily have the effect, but do not report must not have the effect, the report of more people will be much better!Can't always forget it, since childhood was taught to swallow their anger, so it gave this group of unscrupulous businesses the opportunity to make rampant adultery!"
23514,"I said why I have ordered ele. me more and more expensive, the same shop"
23516,"Meituan, I don't know, have you ever used Alipay to buy a freight insurance monthly card?That is also, I am an 88vip user is really more expensive than my friend (not 88VIP) several pieces, I Taobao reputation is very good wow, is the data because of Taobao members online shopping more compensation risk is so [sad] [sad]"
23518,"Angry, I immediately downloaded the ele. me"
23519,"Reply @StupidAsMe: The takeout fee before placing an order can be artificially changed according to your positioning on the home page of the app.This picture is indeed misleading.Now has the era of big data, data killing is not one or two times, Taobao has long done this thing."
23521,@ Meituan takeout?Uninstalled
23523,"All the same, Meituan.Ele. me, Taobao.Pinduoduo.all one to"
23524,"What about cheating is against ethics, no legal management, so you find it reasonable?"
23526,"[Please] hotel, the same time, the two phones show a different price"
23527,"no wonder!!!I said I often ordered the store, the beginning is good, two days the price went up!"
23531,"Without half a year, a month without a Meituan membership, he will give you 3 yuan for the membership"
23532,"Give you a trick, with a few months of the account can be cancelled, and then register with your mobile phone number, there will be a new Meituan account.(But canceling all of the previous records will be gone).At this time is equivalent to new users, you can use the discount they give to new users.[dirty] [dirty] [dirty], Meituan will seal me [sad] [sad] [sad]"
23537,"Reply @ here is a small star ah: that behind is the rider delivery things, the platform guidance time unchanged, see the rider delivery arrangement"
23540,"I don't sleep i: people Meituan have come to clarify, you don't say [bye bye] I don't have to see"
23541,"Reply @ an art commune attempt: Ele. me is not clear, not how to use, pure after-sales service garbage"
23543,"Reply @ I'm sweet lemon-C: Well, next time you use Ele. me, see kill cooked"
23544,"Reply @ Weiguang 6805: Meituan official did not also to explain, I think even if you kill the familiar platform will not play this low-level mistake"
23546,"Reply @ salad sauce sweet: you love to believe it or not bai, not credit hungry. me is, see it kill not kill cooked"
23549,Reply @ meat stuffing white steamed bread 2020: that the family platform is not how to allocate the same person how to do?Can you take a taxi in the same place at the same time. Can you get the same master's car?You're funny about what you say.
23552,"This is not so: the ant's question, dare to withdraw?Who stopped the listing, this dare to withdraw the hot search?Wait and be talked about?Black Meituan is not black hungry. me this kind of thing, slag waves are not afraid of being interviewed ah [stall hand]"
23553,"Reply @ difficult not so: oh hello, I have not seen, search a search must have ah, can not be hot search light search to what use, [allow sad] Tmall president that thing but all netizens witnessed, slag wave seconds delete, you can't say."
23555,Has Alibaba invested in major media platforms?Your father scold your daughter-in-law and your father is two different things [sleepy]
23557,"Reply @ dragon five legendary life: Meituan have issued a statement, address cache error, must identify the address appeared bug, the distance will be the city to send, the city to send because the delivery is long so the long delivery fee is relatively high"
23558,"_: Then you have to see the guidance time given by the platform. The guidance time is the same.Dinner finally is the rider, sent to time is not very normal, rider sent late, with the platform of the timing, or platform overtime is how to give the rider judge [sad] and a rider is not one to one service, may send a lot at the same time, you two people different little brother, hand delivery time distribution must be sent to the different ah"
23561,"Reply @ -Dong _ Qing _: Sorry, Meituan business background has intelligent full reduction, really real time real time change [sad] and this Xiaobian has been said the distribution fee."
23562,"Reply @ stay melon do not take medicine: then you Taobao I am not all free freight, you tease [allow sad]"
23563,"Reply @ people ii: OK, then you use hungry. me"
23564,"Reply @Messerschmidttt: You all say that the fool just believe, do you think Meituan will do this kind of thing that the fool can see?[smile]"
23565,"Reply @Messerschmidttt: then you go to Meituan official statement below to hit him in the face, put out your theoretical basis, don't come to me this lift bar [bye bye]"
23566,"Reply @Messerschmidttt: Well, everyone else Meituan has clarified the delivery fee problem, the address cache problem, look at the hot search"
23571,Never fight against the capitalists
23572,"Ele. me membership. I spent a year and couldn't buy coupons, and complaints were useless."
23573,"Not only Meituan, Ele. me also killed ripe, angry dead me."
23574,evil.Play that month to collect 6 days now spent 18 monthly pay or did not save a [smile] can't do activities don't do @ Meituan monthly pay
23576,"As we all know, other platforms also do this, [sad] [sad]?It is to kill familiar, will analyze which kind of consumer groups you belong to, that preferential policies are different ¡­¡­¡­"
23581,"Before I a number is 88 member Ele. me annual card, not enough to buy extra quantity package..The result behind the husband's number found that he charge a member actually very preferential..So I never buy extra bags again.Plus the child's phone watch number, the home broadband with the Unicom number.Four months a month, Meituan ele. me..Which turn to discount charge member to buy [laugh cry].So angry!!But after the hot search will be the original price of membership [laugh cry]"
23582,"But Ele. me feels at least cost-effective than Meitu. Ele. me can almost get a meal without a coupon. Of course, this kind of coupon is used less and less, otherwise it will not die"
23590,"Compared with my colleagues who haven't ordered ele. me, I was really killed [dumbstruck]"
23595,"Indeed, the regular point and the inconstant point of full reduction activity are not the same, the frequent point of full reduction activity intensity is small, Meituan is really a pit...."
23600,@ Meituan takeout?Sun Tzu [Hip-hee]
23602,Reply to @FIFI Jiang: Now it's smoking 21 points.A takeaway order of more than ten yuan to deduct about 4 yuan
23605,"I agree with this, so I never opened a takeout member and ordered it after a long time, and with several delivery platforms, it's a better deal [doge]"
23607,"There is no way: now, productivity and human ideology can not reach the state of communism.Dialectic look at it, can only develop first, let some entrepreneurs develop up, although cut leek, but also has a lot of positive role in the development.Just control the rhythm."
23608,"reply?@ Mo _ffang: Packaging fee, you point in this so-called gift is to change back to the normal price, point in each separate product you can find the packaging fee."
23609,"Big data has no benefit to us personally, it only helps businesses."
23616,Xswl??Am I all ele. me Meituan wheel to open??Just about a month without which platform membership fee will change 3 yuan??Round open has been open 3 pieces really sweet
23617,"Monopoly, capitalism is not all produced abroad"
23618,Are you hungry??Does Meituan be open alternately???One to three dollars a month of that [sad] [sad]???Mainly because I am poor [sad] [sad]
23622,I order 20% off on Meituan refueling pack every day... good gas ah call the customer service said it is random
23624,"No, capitalist world, fine millions as we are a few cents [spread]"
23627,"Reply @ home god hidden small cage package: businesses also to give employees pay, facade expenses, make ghost money, takeout is black business money [sad] and other others fall, their own chain stores to make money, monopoly of the catering industry."
23630,"Is not just Meituan hungry, but also is it"
23632,"Mainly do takeaway can not earn a few money, resulting in the quality of the meal is about the same, order takeout also feel expensive, a pat of the thigh suddenly realized!All earned it to Meituan"
23634,"We are all monopolized by Meituan, so we can't use Ele. me. There is no choice"
23637,"Ele. me delivery is not as true as Meituan, often timeout, coordinate Beijing.I have been using Ele. me before because I really couldn't stand changing Meituan."
23638,"This is the consequence of monopoly, monopoly capital play shameless you also can't, no other choice, have to continue to use, and then they continue to play all kinds of shameless.Ali is, Jingdong is, as long as it is the capital is!"
23640,"This is true that colleagues in the same company, the same time period, the same place, the same business, the subsidy prices are different [sad] [sad]"
23642,I want to eat ele. me
23649,"Price discrimination is too normal, the most direct is the membership fees.No Meituan for half a year, membership monthly fee of 3 pieces; continuously MeituanBBB 1 members, only to membership fee coupon reduced by 3 pieces."
23652,"This situation has always existed, for example, a program software will also adjust the price according to your preferences, a lot of shopping software will also adjust the price according to you value the price and so on"
23654,"You have none of the coupons you buy, only the platform is making money, merchants-riders-consumers are serving the platform, because we use it to enjoy the convenience"
23658,"Where you go, my husband and my price price difference is 30"
23659,"The first time to buy Meituan members, 3 yuan, and then the second month to want to continue, found that it became 15 yuan.In fact, a lot of app use this means to lead you into the pit"
23661,Old fairy standing on the stairs: Do you think it was Meituan?
23662,Member money Meituan receive you use the member red envelopes are out of the business?[tear]
23664,"What's the technology for this thing?By manual delivery, writing program is high-tech?[query]"
23669,I think it's cheaper to buy it than without a membership
23672,me too.His mother's Meituan [sad] [sad] [sad]
23682,"I TM always think that Meituan has a pit or how they make money, but blatant take us as fools we don't agree [smile]"
23683,"I don't order takeout, want to eat to the store to eat, cheap quantity but also environmental protection [sad]"
23687,"Meituan Solutions: Member price remains unchanged, increase non-member price [doge]"
23688,"However, there is no way, how many people are while scolding Meituan while also occasionally in that point of takeaway [stall hand]"
23689,Reply @ 959 deed: Yes!!Last time I booked a hotel on my mobile phone it was twenty more expensive than my friend's
23692,reply?@AI Finance News: Mercenary is the nature of capital
23696,"I used to order a fried spareribs delivery, and I thought it was delicious. For five consecutive days, the delivery fee increased from 1.5 yuan to 8 yuan.Then half a month, then go to order, the delivery fee changed 1.5"
23699,"That cheap use that home, is not sweet, a member expired, with another home, a few days need not to send you a member deduction coupons [2 ha]"
